CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Recency_log_scaled,Frequency_log_scaled,Monetary_log_scaled
12531,4488,17,125.22,8.409385238781931,2.8903717578961645,4.838026416156094,0.03901588920865606,0.26623869975552006,0.2985744371726536
12532,4504,16,349.83000000000004,8.412943170042439,2.833213344056216,5.860301775655642,0.08345675650980411,0.25931278879593805,0.3916342816688715
12534,4604,63,1089.18,8.434897948689407,4.1588830833596715,6.9940980992041535,0.3576861704690373,0.41994479306983873,0.4948461106338782
12535,4565,34,716.35,8.42639282708974,3.5553480614894135,6.575563866544399,0.2514516896103203,0.3468141804155507,0.4567460720819092
12536,4517,261,12601.830000000002,8.415824697027949,5.568344503761097,9.441676670894656,0.11944889604582443,0.5907298733906579,0.7176542602749867
12538,4502,21,363.95,8.412499120301572,3.091042453358316,5.899760357897641,0.07791028746245843,0.29055405904557946,0.39522627818268685
12539,4496,273,5568.35,8.411165786770708,5.6131281063880705,8.625033629522884,0.061256087542687965,0.5961563228563871,0.6433135518418112
12540,4493,478,13400.24,8.410498452745275,6.171700597410915,9.503102518971122,0.052920653072931145,0.6638388052312272,0.7232459825217623
12541,4503,52,981.18,8.412721169819527,3.970291913552122,6.889774590946187,0.08068382984964728,0.39709311538844017,0.48534932548145215
12544,4510,19,372.7,8.414274137408396,2.995732273553991,5.923453336491439,0.10008140149641065,0.2790052812800714,0.3973830991244245
12545,4549,50,1000.39,8.422882511944996,3.9318256327243257,6.9091443138264115,0.2076055784545474,0.3924321386736981,0.48711259149624775
12546,4520,69,1161.5,8.416488487294606,4.248495242049359,7.058328137461511,0.12774006667177673,0.43080313902951856,0.5006931041241076
12547,4671,8,207.79999999999998,8.449342524508063,2.1972245773362196,5.341376856008484,0.5381082838200371,0.18224974114155235,0.3443954708349513
12548,4640,5,95.19999999999999,8.442685139241176,1.791759469228055,4.566429357671661,0.45495322725601284,0.13311934987776003,0.27385039409235795
12550,4553,57,964.83,8.423761246623686,4.060443010546419,6.872987835288763,0.21858154408998587,0.40801676474721155,0.483821192325782
12551,4831,10,168.0,8.48301573961465,2.3978952727983707,5.1298987149230735,0.958708563753973,0.2065651004316117,0.3251441773934349
12552,4512,20,437.82,8.414717399827001,3.044522437723423,6.084089306213804,0.10561803637844491,0.28491720762720707,0.41200612434355977
12553,4482,191,3692.28,8.40804774415544,5.2574953720277815,8.214270231095687,0.022309714507713352,0.5530641429475989,0.6059209084339859
12556,4524,119,599.56,8.417372856134026,4.787491742782046,6.397862553264747,0.13878640662618125,0.49611358977179926,0.4405695532732453
12557,4490,33,11990.960000000001,8.409830673087738,3.5263605246161616,9.391991704219834,0.044579652369407086,0.3433017474099058,0.7131313347935173
12558,4481,11,269.96,8.407824654360873,2.4849066497880004,5.601971208509516,0.019523178391452234,0.2171083084917278,0.36811791478802736
12559,4784,21,561.71,8.473241303887054,3.091042453358316,6.33276439774036,0.836619526808434,0.29055405904557946,0.43464353326914806
12560,4479,105,2134.01,8.40737832540903,4.663439094112067,7.666226609492505,0.01394824052189847,0.48108207400240793,0.556031361816621
12561,4776,16,238.85,8.471568013389962,2.833213344056216,5.480013727948073,0.8157190440579853,0.25931278879593805,0.3570158725929044
12562,4481,168,3781.7400000000002,8.407824654360873,5.1298987149230735,8.23820389374878,0.019523178391452234,0.5376031980669017,0.6080996393444249
12564,4735,21,456.9,8.462948176563842,3.091042453358316,6.12665081966305,0.7080516956751381,0.29055405904557946,0.4158805871155564
12565,4762,9,145.92,8.46863300080086,2.302585092994046,4.989888220951467,0.779058834669641,0.1950163226661037,0.31239873197526996
12566,4560,19,351.65,8.4252971767117,2.995732273553991,5.865476063654188,0.2377663063092399,0.2790052812800714,0.3921053078283586
12567,4496,446,9401.28,8.411165786770708,6.102558594613569,9.148707492038316,0.061256087542687965,0.6554608373561477,0.6909846687865422
12569,4476,188,4124.69,8.406708458240965,5.241747015059643,8.324988557507531,0.005581165458977466,0.5511559073827272,0.6159998271353148
12571,4513,34,519.61,8.414938957377482,3.5553480614894135,6.255001200981438,0.10838543377303722,0.3468141804155507,0.4275645883149659
12572,4482,60,1020.42,8.40804774415544,4.110873864173311,6.928949094989139,0.022309714507713352,0.4141274941809148,0.4889154617680963
12573,4701,28,160.54000000000002,8.455743229100015,3.367295829986474,5.08475279001415,0.6180572324021085,0.32402780613324383,0.32103445029043687
12574,4789,11,218.45,8.474285690404962,2.4849066497880004,5.391124416134243,0.849664591272898,0.2171083084917278,0.3489240943279755
12576,4509,88,1315.83,8.414052432496725,4.48863636973214,7.182982612166326,0.09731216346503402,0.4599011485145565,0.5120406592852402
12577,4509,146,626.6,8.414052432496725,4.990432586778736,6.441903020858877,0.09731216346503402,0.5207040239906219,0.44457864830597393
12578,4495,114,2794.51,8.410943391573527,4.74493212836325,7.935769837637909,0.058478227397927185,0.49095662196712747,0.5805684404648822
12579,4551,29,440.42,8.423321975806166,3.4011973816621555,6.0899968031722285,0.2130947668924108,0.3281356725438637,0.4125438960341363
12580,4720,24,415.7,8.459775920546287,3.2188758248682006,6.032366538428407,0.6684281621104873,0.30604368671823956,0.4072976936039405
12581,4513,15,197.71,8.414938957377482,2.772588722239781,5.291846475417725,0.10838543377303722,0.25196687584190325,0.3398866176450721
12582,4712,22,511.36,8.45807992692373,3.1354942159291497,6.239027502962935,0.6472441026093207,0.2959402993010237,0.42611046948111364
12583,4476,247,7281.38,8.406708458240965,5.5134287461649825,8.89321301083995,0.005581165458977466,0.5840757061064906,0.6677264766869093
12584,4477,96,2338.15,8.4069317971587,4.574710978503383,7.757542894498013,0.008370813285054624,0.4703308479442812,0.5643440724807468
12585,4708,87,2040.1,8.457230850243555,4.477336814478207,7.621244157199997,0.6366385845963549,0.458531976273515,0.5519365159646691
12586,4491,11,196.94000000000003,8.410053315858335,2.4849066497880004,5.2879639544685455,0.04736060486656868,0.2171083084917278,0.3395331837170932
12587,4481,4,144.0,8.407824654360873,1.6094379124341003,4.976733742420574,0.019523178391452234,0.11102736405213591,0.31120125253380815
12588,4513,10,214.89999999999998,8.414938957377482,2.3978952727983707,5.3748153375207615,0.10838543377303722,0.2065651004316117,0.3474394451035335
12589,4502,35,646.68,8.412499120301572,3.58351893845611,6.473396747218991,0.07791028746245843,0.3502276583694878,0.4474455874828248
12590,4685,68,9864.26,8.452334619067742,4.23410650459726,9.196774773912752,0.5754814840150857,0.42905964917878386,0.6953603330682095
12591,4791,26,452.84999999999997,8.474703139795285,3.295836866004329,6.117766746972636,0.8548788047025369,0.3153690910193123,0.415071851567565
12592,4566,18,437.6,8.426611813185,2.9444389791664403,6.083587835983788,0.25418696786266537,0.2727900495077805,0.4119604744692953
12593,4582,21,418.09999999999997,8.430109084509125,3.091042453358316,6.038109554931026,0.2978701532453556,0.29055405904557946,0.4078204922977626
12594,4511,118,3338.2200000000003,8.414495793177895,4.77912349311153,8.113492525763553,0.10285002571019675,0.49509960515935286,0.596746905070073
12596,4525,27,618.27,8.417593826193484,3.332204510175204,6.428541364981557,0.14154646587715547,0.3197757749773825,0.4433623090813211
12597,4493,206,3811.22,8.410498452745275,5.332718793265369,8.245966975595675,0.052920653072931145,0.5621789990565438,0.6088063287728359
12598,4483,132,3023.08,8.40827078419205,4.890349128221754,8.01436219197595,0.025095629114858298,0.5085768658711953,0.5877228653518032
12599,4503,62,1032.58,8.412721169819527,4.143134726391533,6.940783782995926,0.08068382984964728,0.4180365575049671,0.4899927979430697
12600,4502,64,2599.04,8.412499120301572,4.174387269895637,7.863282108506616,0.07791028746245843,0.4218234423925706,0.5739697322615029
12601,4663,28,577.0600000000001,8.447628728030327,3.367295829986474,6.359677669513258,0.5167018551198481,0.32402780613324383,0.43709350417258097
12602,4532,12,153.12,8.41913925094085,2.5649493574615367,5.037731519757957,0.16084982254510294,0.22680711972646694,0.3167540066140891
12603,4495,2,739.1999999999999,8.410943391573527,1.0986122886681098,6.606920419952056,0.058478227397927185,0.0491303912637923,0.4596005241206266
12604,4553,16,254.18,8.423761246623686,2.833213344056216,5.541969178493598,0.21858154408998587,0.25931278879593805,0.3626558056499647
12607,4534,101,1579.51,8.419580362549237,4.624972813284271,7.3655028587473295,0.166359592413599,0.47642109728766585,0.5286558555788833
12609,4552,60,1126.85,8.423541635334782,4.110873864173311,7.0280684444921455,0.21583845676383362,0.4141274941809148,0.49793850156417596
12610,4496,106,2099.54,8.411165786770708,4.672828834461906,7.6499497335130995,0.061256087542687965,0.4822198331043081,0.5545496440646943
12611,4526,65,1193.32,8.417814747435958,4.189654742026425,7.085332264745334,0.14430591537237092,0.42367340892333943,0.5031513457929853
12612,4548,19,704.0400000000001,8.422662707570003,2.995732273553991,6.558254538791405,0.20486007935801354,0.2790052812800714,0.45517036810542266
